,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell679,65,51,0,12,15,2,39,36,62,84,79,20,0,9,508,22,617,178,1,187,63,198,0,38,90,23,12,0,3,3,22,61,1,28,20,9,41,164,35,8,37,64,2,200,0,2,9,0,141,42,6,78,59,63,92,122,64,25,257,1,19,14,75,52,85,433,13,29,1,5,620,143,59,1,4,4,68,0,59,8,182,65,6,11,92,34,102,80,184,116,27,8,16,0,10,0,29,326,5,11,55,71,0,1,8,2,816,39,25,122
cell680,47,24,0,11,22,4,31,68,55,20,15,2,0,31,37,13,66,10,0,238,58,180,1,6,114,20,4,0,8,11,3,77,2,20,1,6,32,6,3,0,0,4,1,30,14,0,6,0,9,0,6,5,15,80,6,12,34,26,28,1,6,1,13,37,15,32,5,44,2,8,40,13,83,4,18,14,27,37,34,1,68,105,3,26,19,12,2,227,294,40,18,5,0,0,2,0,5,5,2,9,24,33,0,5,12,7,0,0,82,285
cell681,37,51,0,14,31,28,27,70,25,26,14,81,0,6,14,6,19,4,23,150,56,134,4,11,74,28,78,0,0,0,57,88,8,13,1,16,3,5,8,6,1,4,5,8,16,0,18,0,16,5,18,6,7,12,8,8,39,17,19,2,4,1,16,44,53,21,5,13,2,5,21,7,66,4,6,7,40,20,13,1,45,99,5,37,8,40,2,174,387,47,32,4,0,1,5,0,1,4,5,29,31,26,1,4,6,4,29,10,58,131
cell682,57,42,0,12,15,9,38,22,31,23,5,0,0,5,38,6,44,8,0,136,34,131,0,5,60,24,52,0,0,0,5,64,11,17,2,2,7,3,3,1,2,4,1,6,2,0,8,0,18,1,11,5,14,39,7,10,24,17,20,0,7,0,15,36,59,22,0,21,3,7,47,10,52,0,4,5,18,18,4,0,32,36,0,17,6,20,0,111,335,26,17,2,3,0,4,0,12,2,7,13,27,36,0,5,8,4,2366,3,69,140
cell683,43,32,0,23,35,0,48,16,77,3,16,1,1,3,78,3,63,16,0,138,38,247,0,1,64,20,21,0,0,1,10,68,5,44,1,4,11,19,13,1,4,13,1,20,5,1,16,1,13,5,7,19,27,49,29,10,57,22,31,0,14,4,23,30,65,63,6,23,2,4,95,42,40,0,3,1,35,6,8,0,73,74,1,34,17,51,6,84,293,35,26,0,3,0,2,0,3,25,2,20,21,35,0,4,19,7,6869,1,70,99
cell684,29,34,0,16,29,0,87,84,114,9,54,4,4,17,551,14,731,21,0,161,51,271,0,2,53,13,30,0,0,0,25,78,0,9,33,13,9,524,35,8,15,74,5,249,0,11,16,0,204,23,4,94,49,75,41,116,42,22,235,2,5,56,108,46,84,459,13,20,0,11,633,186,56,1,6,5,66,9,284,0,62,66,5,43,105,17,0,123,96,80,32,8,5,0,14,0,51,187,5,44,53,67,0,3,13,7,2111,5,59,16
cell685,20,15,0,10,26,4,36,37,73,40,231,7,13,2,615,47,588,37,0,134,35,261,1,0,84,30,19,0,0,0,2,52,2,0,5,2,16,165,21,0,43,71,0,226,0,1,1,0,103,125,12,90,73,32,145,131,76,19,260,0,20,17,82,47,71,543,63,21,0,17,798,290,52,0,0,5,59,7,233,0,78,103,1,10,182,31,3,76,124,75,23,5,15,0,2,0,32,191,2,29,40,56,0,1,13,3,1831,12,33,31
cell686,68,34,0,8,16,1,28,32,22,18,189,0,7,4,608,35,625,123,13,155,30,262,0,26,31,9,5,0,0,5,2,57,1,36,36,13,12,166,22,2,7,67,0,218,1,1,2,1,238,60,8,52,61,54,103,100,53,27,255,1,18,12,66,51,57,423,31,23,0,4,732,174,43,0,15,1,58,7,283,0,66,25,7,33,141,4,10,97,116,83,20,27,11,0,2,0,35,303,3,39,54,70,0,4,5,2,4199,33,36,178
cell687,12,23,0,17,22,8,68,82,92,48,183,59,7,14,562,38,595,216,0,154,68,279,1,22,64,7,50,0,2,0,12,58,0,6,1,19,16,181,25,3,8,96,0,147,0,1,3,0,173,52,7,94,68,82,141,120,50,25,266,1,9,134,108,61,84,456,22,23,0,14,753,169,59,0,8,3,60,8,104,0,66,77,8,22,98,24,22,108,124,89,27,16,5,145,7,0,17,371,4,30,62,72,0,2,13,1,996,5,71,74
cell688,42,46,0,6,17,1,48,31,34,40,80,59,20,16,613,26,728,53,0,144,29,393,0,28,62,23,55,0,39,0,34,58,5,25,7,16,20,112,24,0,34,107,1,406,0,0,8,2,138,80,8,85,85,39,133,79,55,15,239,4,7,8,111,69,93,423,12,20,0,13,671,187,40,0,18,3,64,1,63,0,93,45,2,45,78,28,20,95,124,86,31,2,6,56,10,0,25,254,4,64,56,56,0,4,6,3,889,15,28,114
cell689,44,32,0,10,18,2,76,26,49,32,43,7,20,3,542,55,622,110,0,108,65,322,3,6,73,17,10,1,3,1,23,66,0,13,0,7,22,285,25,1,6,56,4,305,1,10,32,2,187,22,6,98,80,30,90,124,37,19,225,2,13,40,76,48,80,436,68,19,3,6,536,125,51,1,6,5,42,1,122,0,75,55,3,26,216,17,15,105,90,60,37,32,10,213,2,0,29,377,4,56,60,67,0,3,8,2,841,34,44,139
cell690,29,103,0,46,2,2,49,56,29,16,22,35,4,6,62,15,68,4,7,132,53,111,0,5,53,17,71,1,0,1,0,67,8,15,3,4,11,41,3,1,7,5,4,24,7,0,8,0,6,2,2,7,17,58,11,3,12,13,23,0,4,2,17,37,67,38,4,13,6,3,64,30,42,0,2,9,24,7,49,0,17,26,1,18,16,58,5,100,285,49,26,4,6,2,10,0,5,9,0,7,14,47,0,15,4,5,56,3,41,45
cell691,11,108,0,4,33,1,40,55,50,31,72,147,4,4,460,16,538,117,6,142,51,247,0,8,44,19,39,0,12,0,13,63,1,17,3,8,12,69,18,4,14,33,1,131,0,23,2,0,124,41,4,51,34,91,158,14,59,16,160,3,3,6,75,62,64,262,25,21,0,14,430,55,44,0,9,9,44,0,138,0,22,140,12,47,117,39,29,85,136,85,27,10,7,2,7,0,6,233,5,29,68,71,0,0,11,8,369,7,54,64
cell692,42,43,0,39,31,3,34,40,27,11,27,0,4,0,70,6,74,18,1,117,47,156,3,2,42,7,40,0,1,3,1,34,8,18,0,7,28,27,6,0,4,1,5,33,6,0,10,0,11,2,8,18,12,82,19,19,29,13,33,1,8,6,17,50,47,67,11,27,2,9,88,37,28,3,12,6,26,35,48,0,48,58,2,18,31,45,28,76,400,33,15,4,5,0,10,0,0,24,3,21,23,53,0,8,6,2,7397,3,93,22
cell693,16,54,0,6,25,0,41,43,93,79,165,252,5,11,615,49,536,179,5,106,36,286,0,7,44,8,56,0,0,8,6,61,0,15,0,7,9,225,38,1,3,76,0,80,0,26,7,0,143,58,9,111,69,58,85,96,57,16,227,2,12,38,89,47,83,451,31,25,0,12,634,145,53,0,8,9,48,6,161,0,115,47,0,23,119,4,15,71,57,62,32,15,25,0,1,0,32,411,2,20,56,71,0,5,13,2,84,19,33,102
cell694,57,38,0,14,36,0,20,31,35,10,100,90,12,7,640,24,667,123,0,119,33,259,2,3,70,20,17,0,0,0,22,42,6,10,0,13,45,159,15,4,41,84,0,234,7,15,0,2,163,53,11,91,87,40,108,110,71,13,292,1,5,14,112,52,60,452,17,21,0,7,672,89,58,3,11,1,43,14,123,0,80,43,4,17,58,5,27,63,106,69,23,11,21,227,8,0,19,299,3,35,56,64,0,2,7,6,676,17,27,72
cell695,62,36,0,19,0,4,43,52,29,12,15,39,2,7,74,2,82,18,1,92,36,221,5,7,56,17,38,0,6,2,5,45,0,7,1,9,11,31,11,1,1,8,1,32,7,4,7,0,49,6,5,12,12,26,24,11,25,22,45,1,11,4,23,33,43,55,0,13,1,4,112,27,12,0,9,5,23,19,18,0,35,112,5,19,24,66,9,70,233,20,25,4,0,1,0,0,2,12,4,22,19,51,18,8,28,6,8657,3,47,151
cell696,21,385,0,4,0,1,71,68,81,87,123,155,28,1,556,49,723,41,0,116,42,203,0,5,50,6,13,0,0,4,4,64,2,21,13,13,19,225,32,3,10,74,2,210,1,5,5,2,204,84,7,88,38,79,92,122,58,21,220,0,7,9,93,46,78,471,32,25,0,18,673,106,56,1,7,3,57,0,225,1,67,163,3,40,80,72,2,75,232,67,31,17,14,104,5,0,3,287,2,30,55,77,0,2,22,1,865,15,41,222
cell697,62,63,0,19,0,6,91,64,29,20,10,30,3,2,69,5,71,5,2,114,35,168,0,0,79,19,4,1,0,0,5,71,1,23,1,6,26,21,7,1,2,3,3,23,8,0,18,0,19,5,9,22,20,56,14,10,41,16,28,1,4,6,15,37,67,48,0,12,0,10,85,56,27,1,1,8,17,27,54,1,25,4,2,15,20,104,10,72,407,17,17,0,0,24,6,0,16,26,0,13,19,43,0,10,11,8,2,1,38,213
cell698,13,38,0,17,0,6,33,27,130,83,116,12,17,12,588,10,626,91,0,137,68,208,0,2,80,28,50,0,16,0,6,54,0,14,6,23,43,186,27,4,9,52,2,359,0,0,8,0,107,19,7,62,69,64,81,80,40,13,250,2,13,43,114,56,103,479,46,18,0,19,754,295,47,1,20,6,79,0,279,1,72,59,0,28,62,22,15,87,120,61,13,8,8,64,4,0,35,219,7,33,67,59,0,5,12,6,212,9,6,124
cell699,31,41,0,40,0,0,62,48,43,16,38,4,0,11,94,4,119,8,0,118,30,138,0,1,43,20,50,4,0,0,0,71,1,10,2,11,6,31,10,0,2,26,1,59,7,3,16,6,26,7,3,12,30,40,30,18,42,22,39,1,11,1,19,31,57,67,9,21,3,8,112,55,25,1,7,7,34,23,44,1,30,51,4,29,20,62,6,69,380,34,29,6,0,56,5,0,4,13,0,19,5,52,0,3,15,3,5302,9,49,187
cell700,1,47,0,5,7,1,48,42,48,50,82,147,5,5,413,50,649,99,0,106,32,165,0,11,73,24,22,0,0,0,3,72,0,17,115,11,29,188,48,2,16,52,0,230,0,9,16,0,140,79,9,44,77,41,17,66,36,13,196,0,10,45,79,53,53,411,38,21,5,10,607,87,45,2,5,2,40,0,82,0,114,34,4,10,104,42,16,88,132,70,44,8,5,1,4,0,3,255,5,30,59,62,0,1,5,0,141,5,13,126
cell701,7,59,0,8,0,0,37,49,61,36,88,41,13,5,431,23,527,98,1,107,44,265,0,0,47,20,46,0,7,0,10,62,0,38,8,15,19,312,19,0,18,28,1,216,0,27,3,1,118,31,3,20,29,38,15,82,28,17,158,3,0,13,77,54,73,347,29,20,0,4,578,134,41,1,15,4,48,0,119,8,57,37,7,27,35,16,19,61,163,75,18,8,7,6,3,0,18,205,7,24,54,70,0,5,8,6,798,13,11,95
cell702,27,37,0,2,0,1,47,44,22,69,78,111,12,7,385,42,278,81,0,138,38,255,1,16,58,9,8,0,7,0,13,52,13,7,0,16,3,215,37,3,14,14,1,187,0,31,0,0,91,28,11,46,46,47,47,67,47,25,151,6,0,23,54,40,65,281,9,26,0,18,313,153,48,1,9,16,49,0,87,2,68,53,6,25,133,21,1,126,34,59,23,5,5,0,7,0,11,103,2,39,47,49,0,1,12,2,985,1,31,6
cell703,58,56,0,7,0,10,70,30,49,71,111,1,0,8,306,15,453,78,0,193,65,198,1,13,89,28,47,0,1,0,14,79,1,9,0,10,10,136,32,10,13,19,0,177,0,26,0,3,119,41,9,83,40,36,92,43,50,12,103,1,2,21,33,55,110,281,10,14,0,12,386,48,58,1,6,7,74,0,267,0,63,75,8,34,74,4,10,109,183,78,19,17,19,1,10,0,10,201,8,43,63,50,0,5,12,4,0,5,64,216
cell704,27,39,2,8,0,7,91,58,37,63,84,0,4,10,321,34,533,69,3,145,63,273,1,1,55,18,31,1,7,2,54,85,8,30,20,15,6,175,35,1,22,27,0,197,0,18,7,1,64,70,4,72,60,88,84,80,52,18,137,1,0,27,65,48,71,304,35,26,0,10,498,90,74,3,4,7,46,0,118,0,90,127,3,12,85,54,2,81,198,74,25,0,21,8,2,0,14,140,8,19,60,59,0,2,10,7,240,22,34,8
cell705,17,40,0,11,0,0,50,35,51,22,17,61,1,8,73,5,73,34,0,134,34,190,1,13,45,24,42,0,4,0,4,67,1,40,0,19,21,73,4,1,9,19,0,27,1,0,5,0,27,15,9,11,12,78,7,7,40,25,55,2,9,2,22,47,67,67,4,26,4,6,102,36,36,0,0,15,41,52,12,1,38,28,2,44,33,54,2,108,343,42,28,8,0,27,3,0,3,14,6,39,20,40,0,10,10,10,1203,10,38,350
cell706,30,48,0,15,0,0,14,42,79,54,56,65,4,7,324,24,427,33,3,163,59,276,0,5,59,42,33,0,4,0,18,69,18,17,1,19,17,131,13,3,12,48,0,97,11,6,17,0,95,81,4,57,53,63,77,31,51,15,106,1,5,21,53,43,106,237,6,13,3,15,387,39,47,4,3,2,49,0,5,5,62,195,4,18,60,47,14,115,69,66,26,2,0,90,2,0,1,186,7,24,50,43,0,0,7,5,3958,6,40,49
cell707,32,36,0,2,0,0,44,35,49,31,73,85,5,9,312,13,360,67,0,136,69,173,0,0,34,13,31,0,1,0,4,69,0,10,43,15,15,225,26,3,5,32,1,207,2,2,0,0,61,41,10,70,43,126,79,76,41,18,124,0,3,20,56,32,62,246,15,9,0,9,416,152,49,0,8,8,55,2,58,0,80,90,1,19,70,30,17,86,160,79,13,5,3,153,8,0,9,120,5,20,70,48,0,1,15,5,165,7,32,58
cell708,53,58,0,3,0,0,36,40,62,43,33,29,10,15,284,5,396,27,0,157,73,230,0,6,86,21,28,0,1,0,22,71,0,23,50,11,22,168,13,2,5,53,0,108,1,4,7,0,96,54,2,67,48,14,83,9,26,17,97,1,11,1,54,50,80,247,27,16,0,11,406,59,45,2,18,4,45,0,143,0,27,77,0,4,61,20,52,111,153,45,19,1,23,1,4,0,25,124,3,24,47,64,0,2,17,3,52,7,21,136
cell709,31,58,0,7,0,3,79,29,64,43,86,0,2,11,363,22,385,67,0,168,44,290,1,11,56,16,43,0,0,0,19,87,3,17,0,5,20,110,13,0,21,28,5,150,6,7,2,0,73,14,13,41,47,36,66,59,41,23,110,1,28,24,80,53,97,294,35,22,3,11,368,108,53,2,10,4,49,0,231,0,73,86,13,26,79,20,15,100,150,56,25,8,9,29,12,0,9,169,3,85,71,55,0,5,15,2,105,7,31,135
cell710,14,184,0,9,0,8,46,76,61,48,72,130,4,8,283,15,453,33,0,120,27,265,0,19,46,14,4,0,2,0,31,55,4,12,37,17,12,186,19,3,2,34,0,87,8,1,0,0,98,46,9,34,61,19,52,36,45,12,123,1,16,28,49,39,91,251,23,17,0,15,247,72,49,3,2,3,54,0,49,1,69,66,2,3,50,21,11,105,183,45,36,5,10,0,3,0,5,144,13,18,38,69,1,7,18,2,23,9,55,129
cell711,12,41,0,22,4,7,101,102,31,54,52,40,9,6,339,26,421,72,0,115,38,196,0,25,39,6,36,0,21,0,18,65,1,21,6,34,49,175,21,1,13,31,0,198,1,15,1,0,61,5,4,36,41,12,55,38,40,32,122,0,1,15,62,43,70,306,6,25,0,10,328,128,82,2,2,10,51,0,86,3,54,159,13,15,76,76,2,168,199,48,16,20,26,124,5,0,26,129,1,28,58,56,0,0,16,4,309,16,39,105
cell712,25,50,0,10,0,2,48,42,35,53,44,0,6,8,303,33,326,29,9,140,44,203,0,6,59,17,14,0,0,2,9,63,2,15,8,8,20,161,20,2,7,19,2,172,0,21,4,1,97,1,3,57,30,24,57,51,74,19,107,1,8,2,45,68,34,228,40,16,0,6,363,61,19,1,20,5,34,0,119,5,101,112,5,16,113,48,5,116,138,65,24,16,11,65,8,0,16,80,3,32,52,43,0,6,11,4,192,6,17,192
cell713,33,35,0,28,0,0,48,25,32,16,24,56,1,3,77,5,75,20,15,223,56,119,2,0,95,27,42,0,0,0,12,80,0,24,14,5,14,23,1,0,0,3,2,38,2,3,31,8,9,6,7,12,23,9,9,13,18,25,33,2,11,3,21,42,76,72,5,21,4,12,85,26,54,3,0,11,48,9,4,1,62,24,3,59,23,54,5,130,290,63,19,1,5,0,7,0,0,7,4,12,20,46,0,6,2,3,2280,3,39,45
cell714,24,35,0,16,0,2,70,55,51,40,20,175,4,13,303,43,348,67,0,163,55,268,0,3,74,47,5,0,8,0,9,62,0,24,0,10,12,142,22,8,7,37,2,107,0,32,0,0,51,32,11,67,50,84,61,86,38,18,126,2,0,27,60,44,47,213,4,24,0,14,453,65,61,3,6,17,52,1,122,0,101,47,3,9,18,27,8,93,186,62,6,5,3,1,12,0,15,188,4,38,52,45,0,3,13,3,150,3,28,138
cell715,64,48,0,11,0,24,46,61,56,67,69,87,1,1,326,32,368,48,0,128,62,133,0,12,66,16,8,0,4,0,13,48,0,11,0,16,23,229,30,7,21,24,1,79,3,18,0,4,76,11,6,58,40,138,25,81,18,15,113,0,9,14,68,46,75,174,3,10,0,9,390,69,62,4,12,6,38,0,67,0,83,47,1,32,58,34,17,98,226,61,24,7,0,0,1,0,33,176,4,11,43,46,0,2,3,3,653,2,36,119
cell716,18,38,0,9,0,12,44,19,28,65,61,0,1,7,230,15,226,41,0,116,39,262,1,10,66,17,74,0,0,0,5,69,1,18,14,15,29,142,8,0,4,36,1,67,4,11,0,3,52,48,6,74,48,48,67,60,46,14,107,1,6,17,45,42,27,192,21,29,0,12,316,39,44,5,1,6,43,1,58,0,68,96,1,24,53,16,10,82,143,53,10,2,5,0,8,0,5,155,1,11,50,50,3,3,10,6,54,13,31,144
cell717,22,25,0,17,0,6,30,57,40,20,25,5,1,5,119,3,114,42,0,251,64,157,8,5,114,45,11,0,6,0,22,130,10,11,0,29,11,56,8,1,2,14,4,51,0,3,28,6,35,12,14,27,10,77,28,38,49,28,44,1,7,3,18,60,124,93,4,31,1,4,98,28,59,1,14,3,72,35,11,1,57,51,3,28,6,96,12,168,371,50,12,5,3,28,3,0,9,22,1,25,22,50,0,6,12,2,663,14,26,90
cell718,4,45,0,26,0,7,108,39,31,51,20,87,10,5,252,12,350,46,0,127,44,73,0,2,68,13,33,0,0,0,22,75,0,7,0,8,10,104,11,1,10,23,1,34,3,7,1,15,51,17,5,71,35,54,10,35,45,22,87,3,1,7,46,37,79,212,10,13,2,6,273,92,48,0,20,3,49,0,111,0,50,81,2,21,52,30,2,97,180,50,17,7,2,5,9,0,32,145,0,21,49,59,0,1,16,1,535,3,25,202
cell719,26,33,0,7,4,2,40,23,35,60,53,4,6,9,219,8,232,49,0,170,61,223,0,10,40,6,29,0,0,0,11,80,1,5,0,16,1,116,11,2,16,26,2,63,0,18,4,0,59,20,8,47,31,63,55,48,53,14,94,0,7,9,47,56,88,174,7,15,0,13,217,42,40,3,4,16,57,0,154,0,50,45,3,34,56,29,29,93,144,54,12,23,7,3,2,0,7,112,6,11,49,72,6,4,5,6,1598,5,55,344
cell720,262,181,0,54,0,0,126,44,51,46,8,137,3,30,93,9,76,7,1,386,126,149,0,3,192,41,7,0,6,0,22,172,0,42,0,20,27,23,5,1,1,16,2,39,2,0,55,19,16,15,9,29,20,73,27,22,154,27,35,0,16,6,25,88,166,78,1,27,2,10,108,29,58,0,7,1,91,56,34,8,82,16,11,58,10,49,5,152,470,58,17,17,23,27,3,0,1,44,4,20,17,46,1,3,11,5,330,6,38,128
cell721,11,30,0,10,0,1,33,45,52,39,63,0,3,11,242,40,333,38,1,183,74,122,2,10,66,21,13,0,3,0,4,84,3,6,2,15,9,263,8,5,8,28,0,140,0,9,12,0,41,20,7,39,48,25,19,64,49,13,90,3,8,13,39,54,88,197,26,28,0,8,365,66,53,4,12,7,43,1,91,0,67,86,0,37,33,31,21,119,139,54,24,16,4,0,5,0,17,113,0,5,42,53,0,1,20,11,12,4,10,107
cell722,15,25,0,8,0,16,16,36,29,39,77,44,1,11,268,1,288,82,0,185,61,339,0,2,103,24,69,0,0,0,5,102,1,0,0,15,9,79,10,8,6,38,1,101,0,33,9,2,34,21,7,59,37,47,23,40,38,15,120,1,10,2,63,44,74,244,6,25,0,12,309,72,12,2,6,2,61,0,67,1,65,67,16,21,75,42,3,117,106,66,64,6,4,18,5,1,17,98,9,18,35,48,0,0,14,7,56,3,45,41
cell723,6,18,0,10,0,2,45,13,20,66,38,109,1,9,225,30,246,24,0,167,57,277,2,2,38,21,68,0,2,8,10,71,6,6,0,22,3,96,10,10,9,36,0,101,2,12,3,3,52,12,8,53,40,39,20,18,45,17,98,0,12,7,44,50,39,142,14,29,2,5,250,67,38,3,3,4,37,0,55,2,73,12,6,16,47,9,12,114,101,71,28,5,2,7,6,0,7,71,11,17,31,56,0,1,14,1,2,0,64,288
cell724,24,32,0,26,0,16,89,57,52,34,20,7,6,8,111,2,163,28,0,170,50,119,0,8,68,24,53,0,2,0,23,69,5,17,3,4,12,79,20,1,3,17,1,28,0,0,10,9,31,13,4,29,24,68,33,55,54,25,71,3,20,14,38,56,93,121,6,28,0,6,150,52,49,0,9,12,54,35,127,4,68,64,5,20,25,38,56,121,415,53,11,4,3,0,5,0,16,99,0,19,27,53,0,11,4,1,220,6,26,46
cell725,55,21,0,6,0,1,55,29,47,45,32,26,0,0,179,5,199,28,0,157,59,240,1,10,73,10,55,1,0,2,28,62,1,5,0,18,22,57,5,0,14,22,0,43,0,3,35,2,60,30,8,27,25,41,33,31,48,17,75,1,14,35,39,47,64,129,2,17,0,2,230,28,11,4,19,5,24,0,78,3,39,53,10,38,37,15,8,118,81,39,36,1,8,1,2,0,10,55,7,31,35,51,0,2,16,4,3929,8,50,200
cell726,25,36,0,13,0,0,39,33,30,52,41,95,0,11,173,20,174,26,0,188,61,230,0,9,74,23,27,0,2,0,6,78,0,24,2,20,14,77,20,1,3,20,4,62,4,4,18,0,64,23,7,33,33,42,26,54,55,20,85,7,7,10,52,51,91,151,11,21,0,17,228,50,64,4,2,4,32,0,205,0,60,68,10,13,63,23,10,103,123,54,17,2,25,1,3,0,15,83,2,16,28,63,0,2,16,3,1387,0,47,224
cell727,34,29,0,25,0,1,90,77,62,21,35,0,1,3,114,4,115,19,0,195,59,41,0,8,73,7,10,0,0,0,2,74,6,38,0,8,24,39,4,4,5,22,1,49,0,2,13,0,33,7,7,26,25,41,38,24,35,22,60,2,18,11,27,43,62,97,4,31,0,6,137,46,57,2,23,1,59,26,83,2,15,56,8,24,29,51,8,112,273,40,14,5,5,0,0,0,3,28,5,36,21,53,0,5,10,4,0,23,9,48
cell728,6,11,0,5,0,1,47,92,27,59,42,49,10,3,237,7,220,100,0,165,45,260,0,1,75,20,5,0,1,0,1,67,1,16,0,9,17,146,11,2,11,26,1,93,0,7,3,4,39,66,3,51,30,65,9,30,48,18,93,0,5,34,52,49,66,175,14,11,0,5,279,71,39,0,1,5,44,0,37,1,48,18,5,11,63,47,7,134,169,53,40,3,4,42,4,0,6,87,9,34,36,58,0,2,19,4,704,0,47,267
cell729,42,32,0,12,116,26,61,44,64,15,24,57,4,5,130,7,72,34,0,242,74,141,0,0,89,37,44,0,0,0,23,124,28,9,17,28,18,26,7,7,13,32,1,32,2,0,8,0,15,1,6,12,23,16,35,30,50,34,58,0,19,5,34,45,112,75,2,24,0,8,151,54,80,2,8,14,60,4,53,1,83,35,2,57,23,32,10,173,320,58,14,3,11,49,9,0,11,43,2,34,21,49,6,0,13,8,1294,8,55,20
cell730,15,33,0,9,0,8,21,42,43,76,42,219,4,0,234,14,97,52,0,176,48,222,0,2,49,23,72,0,0,1,18,68,1,31,0,14,11,117,18,4,13,11,0,84,0,10,6,0,67,47,2,38,26,52,28,59,39,22,72,3,9,14,56,50,40,145,13,21,0,14,217,51,39,8,3,4,44,0,80,1,79,154,7,18,25,43,24,90,188,68,24,1,8,16,7,0,30,95,2,44,38,57,0,8,18,4,62,17,57,156
cell731,32,47,0,10,0,6,7,43,60,28,22,42,5,6,218,27,225,60,0,134,39,203,0,7,52,22,17,0,5,0,5,73,0,18,0,9,8,152,11,3,10,17,1,56,0,22,19,0,68,65,10,50,36,66,16,50,47,15,88,0,5,12,45,49,77,142,6,23,0,9,200,59,55,2,5,7,48,0,137,0,38,69,5,18,29,52,16,94,114,56,12,1,4,4,14,0,23,95,6,18,42,51,0,8,6,4,3,5,40,194
cell732,9,51,0,5,0,0,51,56,30,38,50,187,4,6,228,4,236,73,0,154,38,228,0,9,34,21,13,0,0,0,6,56,1,24,0,7,1,100,10,0,7,31,0,64,2,9,13,0,53,26,10,48,31,72,23,46,26,14,58,2,0,1,34,52,78,97,7,22,0,5,250,59,25,1,29,4,49,6,138,2,71,48,0,16,34,12,5,82,206,61,10,2,7,0,4,0,36,116,1,25,44,50,0,7,10,3,1246,6,33,209
cell733,91,17,1,23,23,0,41,45,78,20,54,6,9,9,148,10,182,56,0,241,75,87,2,12,122,34,77,0,4,0,73,66,0,5,2,4,18,38,8,3,3,11,4,28,0,2,50,0,65,25,18,35,32,92,47,38,46,22,57,0,13,2,36,64,70,107,11,23,0,6,123,63,61,0,1,9,64,11,142,1,111,42,2,36,41,24,28,161,324,53,15,1,11,0,2,1,16,24,3,17,13,48,0,0,7,8,373,10,46,26
cell734,8,48,0,10,0,5,96,80,70,55,21,160,4,16,168,3,252,2,2,181,96,333,0,5,29,24,37,3,0,4,17,90,6,43,0,6,14,94,17,1,13,19,2,103,0,13,8,1,36,11,1,20,16,95,10,46,51,18,85,1,9,6,35,57,78,138,6,26,0,11,243,58,42,3,12,4,70,0,76,0,73,51,6,27,29,28,12,113,205,36,36,4,1,7,5,0,28,89,5,48,31,62,0,4,10,4,830,9,72,121
cell735,10,56,0,14,0,25,77,130,42,31,59,153,1,1,176,18,191,39,1,117,45,177,1,0,77,12,43,0,0,1,4,64,0,2,0,13,9,116,17,4,8,32,1,73,0,12,10,0,49,25,5,2,26,18,42,29,40,18,84,0,9,23,28,41,87,124,13,16,0,15,208,69,74,6,10,7,62,0,70,1,121,117,7,23,22,24,3,131,206,35,39,4,7,6,9,0,8,101,8,25,47,66,0,2,11,5,795,4,48,97
cell736,2,29,1,22,0,4,47,21,45,31,27,86,0,8,221,5,274,30,0,115,36,172,0,4,34,20,57,0,2,0,7,62,0,9,36,5,26,152,8,0,14,25,0,70,1,1,6,0,69,16,1,47,35,58,45,62,47,17,91,0,3,22,53,56,63,199,11,20,0,7,243,76,58,0,7,9,47,5,76,2,109,54,8,37,34,23,1,114,107,81,17,3,9,6,2,0,17,105,5,21,43,77,0,3,11,3,1167,3,69,260
cell737,27,38,0,11,0,5,98,61,50,63,36,12,7,4,153,8,193,29,4,233,75,184,0,6,61,15,87,0,0,0,1,79,1,9,4,13,28,59,6,0,10,14,1,70,3,1,19,0,55,7,9,19,21,14,48,31,66,23,69,1,3,16,56,65,113,142,11,40,0,3,219,59,70,1,19,16,75,15,112,2,108,72,1,45,7,36,3,212,335,96,13,3,20,0,2,0,2,39,1,11,25,49,0,0,5,6,2169,3,46,90
cell738,38,37,0,4,23,11,127,91,51,15,57,92,4,34,135,16,142,42,7,229,89,119,0,1,96,28,54,0,0,7,17,67,1,18,0,15,24,77,15,2,10,15,0,87,0,2,9,0,46,10,4,21,19,141,54,44,73,16,57,0,3,1,12,59,114,127,14,32,0,1,113,34,67,7,4,1,72,11,140,1,85,107,3,27,53,21,29,134,239,61,16,11,17,0,4,0,3,95,8,21,37,50,0,1,7,5,2995,13,67,36
