,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell699,1,3,2,7,269,7,0,142,229,5,8,111,8,0,73,4,162,18,75,362,21,9,0,0,30,12,1,2,37,0,561,33,616,149,28,73,127,400,27,14,6,56,21,121,37,11,376,44,10,32,39,61,4,120,86,29,13,0,76,11,196,52,3,0,21,0,57,9,14,13,320,19,2,6,175,31,54,46,99,8,7,35,17,11,48,104,48,76,42,1,62,30,15,463,4,0,34,144,2,34,5,0,1,28,20,9,7,106,6,91
cell700,2,18,0,0,89,11,5,94,2,18,11,64,3,0,51,11,60,5,19,43,3,1,0,0,18,6,3,12,25,2,23,9,48,18,24,226,83,88,6,4,10,43,4,26,56,10,28,38,9,19,3,48,1,0,57,20,19,0,45,26,33,48,5,2,73,1,48,23,15,28,125,6,0,17,12,54,15,29,1,75,43,27,11,3,32,20,137,263,8,3,51,0,36,274,15,11,11,65,0,28,2,1,0,6,26,5,4,457,12,33
cell701,63,5,7,23,11,4,1,129,245,9,13,47,8,0,55,9,108,11,269,347,8,5,0,0,0,56,0,4,26,0,605,119,1132,167,33,97,88,267,16,9,3,49,8,97,25,16,829,43,20,89,53,57,10,134,69,26,7,0,66,17,227,35,11,8,0,4,39,5,7,14,225,25,0,14,203,28,46,60,15,5,9,20,7,7,43,32,45,95,17,3,67,0,8,269,4,1,2,68,0,11,8,0,0,7,30,16,14,42,13,101
cell702,15,15,5,7,89,5,1,85,196,20,11,72,4,0,32,16,109,3,59,103,19,3,2,0,1,12,15,8,28,0,578,31,558,186,20,60,79,223,9,10,0,46,9,120,31,17,435,40,9,4,20,52,7,33,73,21,33,2,53,11,190,20,16,0,10,11,80,22,23,5,231,17,1,8,154,40,11,24,0,34,8,12,10,7,66,26,62,100,0,4,62,0,30,321,8,2,15,126,0,22,5,0,0,2,31,1,6,23,4,72
cell703,12,2,7,35,148,0,0,103,116,21,4,67,7,0,68,34,84,16,69,239,22,5,0,1,1,16,10,8,18,0,881,85,500,267,9,53,59,243,15,11,2,79,12,89,31,3,662,26,30,35,11,57,13,0,86,30,15,0,66,6,171,42,2,0,70,3,67,20,0,17,216,28,3,6,230,19,19,9,0,3,3,34,7,3,22,77,26,79,37,2,48,22,14,76,2,0,6,97,4,19,1,0,2,39,22,3,3,52,3,99
cell704,0,35,0,3,2,16,0,81,43,15,12,50,1,0,29,12,60,9,17,11,3,0,1,1,12,3,0,16,29,1,30,6,44,18,41,187,74,164,12,1,18,58,4,50,49,2,27,35,6,10,3,57,3,76,75,24,36,0,64,23,24,39,13,0,32,0,36,25,12,2,154,6,18,17,9,63,32,28,0,24,24,2,16,4,25,43,126,209,2,9,32,19,25,223,8,9,17,92,0,49,10,0,0,8,27,7,8,1110,10,22
cell705,8,0,2,4,362,4,0,93,224,6,10,64,9,1,33,27,119,13,57,110,7,5,0,0,0,18,17,5,13,0,180,52,329,139,37,74,106,217,13,6,1,42,5,136,49,6,461,38,6,3,7,58,0,74,63,25,3,0,66,12,159,35,10,0,26,0,28,20,16,6,223,3,4,5,98,40,10,26,42,7,16,22,12,5,31,52,42,107,5,5,48,0,7,120,3,3,14,45,2,23,3,0,0,30,23,1,12,68,7,73
cell706,0,16,0,9,40,16,0,75,85,7,12,70,3,0,45,17,73,5,19,32,3,4,0,0,13,15,1,4,6,0,41,6,44,8,14,189,60,133,13,1,0,38,7,80,60,6,73,31,8,21,7,43,6,45,56,23,10,0,51,25,13,16,5,23,60,0,52,39,16,2,104,18,5,4,17,67,39,19,0,36,12,9,7,0,57,28,130,252,18,1,47,0,16,124,11,5,7,82,0,15,20,0,0,13,18,13,14,512,6,22
cell707,119,6,7,1,0,15,0,118,272,16,21,51,5,0,40,0,66,10,125,208,1,0,0,0,0,18,19,15,29,0,705,15,526,146,15,27,95,189,12,27,10,48,26,83,55,3,317,46,3,45,13,46,12,164,55,31,3,0,43,12,147,52,2,0,0,0,72,18,3,18,197,32,13,13,171,42,36,28,0,25,6,9,13,0,52,56,74,141,7,6,51,0,29,92,6,2,14,86,1,17,7,0,0,10,34,14,20,60,8,86
cell708,8,1,3,7,35,4,0,100,231,17,21,63,1,0,67,3,93,10,50,282,4,5,2,0,2,15,2,2,30,0,386,52,348,77,17,99,82,277,10,3,16,41,2,80,28,12,201,35,20,54,23,68,2,70,55,38,46,0,79,17,119,19,6,0,0,0,46,9,20,15,217,24,2,10,49,47,32,38,53,46,4,12,10,9,54,62,44,148,46,4,63,0,45,171,8,7,6,122,0,11,3,1,0,29,31,5,7,154,17,106
cell709,111,0,1,17,346,13,0,92,157,9,3,55,0,0,58,2,86,3,71,343,10,1,0,0,14,35,0,4,22,3,487,72,351,96,27,148,94,193,12,28,17,55,7,70,51,13,241,51,12,20,6,43,1,81,59,27,9,0,46,6,149,18,10,1,189,0,59,25,5,7,163,10,20,6,87,48,41,19,0,22,11,45,14,10,50,68,58,133,12,3,46,0,25,73,10,0,3,70,0,13,0,4,0,30,31,11,19,74,12,48
cell710,1,4,5,8,217,21,0,97,207,16,21,64,1,0,30,26,176,4,55,302,27,2,0,0,0,50,0,3,11,0,405,26,312,67,59,97,108,245,13,15,0,71,4,85,62,3,361,39,21,2,4,59,2,10,79,33,7,3,31,8,122,62,7,0,3,5,49,30,8,9,226,20,1,19,131,56,22,17,4,13,16,16,16,11,70,51,57,132,12,4,59,0,13,59,2,2,18,92,0,40,3,0,0,23,36,3,5,40,10,150
cell711,111,16,3,4,17,13,1,136,206,33,18,83,7,0,137,16,124,14,74,241,6,0,0,0,0,11,0,4,35,1,527,73,295,82,69,189,132,317,27,4,7,61,15,86,69,29,145,18,36,204,11,65,1,2,90,42,37,24,52,7,114,99,9,0,1,0,67,18,13,19,286,50,5,7,72,52,21,35,0,10,23,12,10,0,70,65,87,145,1,12,58,29,12,151,2,2,19,104,5,32,7,0,0,19,24,0,15,86,7,118
cell712,0,19,0,10,512,19,1,137,256,19,12,77,5,0,109,15,119,3,69,199,6,1,0,0,0,13,0,4,27,7,44,17,259,26,30,206,111,198,21,4,10,64,9,112,52,23,404,16,13,94,13,56,1,202,83,30,18,0,54,16,127,32,7,0,110,2,52,19,10,10,227,8,8,24,82,54,10,38,0,8,13,16,13,8,66,40,62,171,12,3,41,24,21,329,1,10,8,109,13,47,3,2,0,21,37,0,7,93,5,150
cell713,0,14,0,5,270,11,0,106,218,11,8,45,2,0,98,10,76,5,71,289,4,20,0,0,0,22,5,13,20,2,317,5,356,57,14,37,113,262,3,20,24,46,19,115,57,7,426,50,25,86,14,53,5,89,75,19,36,2,47,12,135,8,11,0,4,3,50,8,24,9,209,20,1,17,59,42,36,29,0,8,4,15,7,3,36,54,45,151,29,2,39,0,23,145,2,1,4,114,1,36,8,0,0,20,26,0,10,56,5,165
cell714,29,21,0,12,400,10,0,96,239,23,11,103,3,0,93,2,132,16,61,107,32,0,0,0,11,26,11,20,8,1,199,27,358,112,27,74,108,262,18,7,0,63,6,112,47,3,291,58,10,80,24,66,5,89,65,42,25,2,80,14,131,6,17,46,86,4,43,16,12,5,231,31,20,9,133,39,19,34,3,10,21,4,8,2,85,80,54,124,16,1,65,0,35,172,3,5,3,144,0,4,2,0,1,12,19,3,16,149,3,180
cell715,0,0,4,13,69,6,0,84,197,25,8,67,0,0,80,5,102,11,47,119,8,4,0,0,0,19,0,15,16,3,230,24,278,17,6,24,73,188,11,10,3,61,8,121,41,28,378,46,14,78,13,46,2,73,80,14,31,10,21,9,117,46,14,2,169,5,32,20,11,6,197,10,6,5,100,41,21,14,0,10,6,14,6,15,19,43,85,115,4,6,49,0,18,112,4,2,0,108,2,23,0,0,0,22,37,1,8,34,11,97
cell716,0,5,0,6,28,4,0,105,4,23,8,76,0,0,87,14,117,21,26,21,6,2,0,0,27,5,0,15,25,2,18,10,41,16,61,236,103,180,8,6,0,69,10,66,36,18,28,31,13,23,9,60,4,117,68,39,10,1,79,29,33,23,9,3,119,2,61,38,12,2,251,24,5,17,20,68,33,40,0,46,28,9,12,5,93,19,72,212,17,10,48,0,31,319,16,0,9,83,3,22,4,0,0,4,25,13,18,641,7,16
cell717,0,5,2,4,0,13,1,83,0,24,11,68,17,0,24,3,79,8,24,23,0,2,0,0,40,6,0,17,13,0,19,1,35,20,29,215,70,120,2,8,2,44,2,86,71,1,58,72,4,7,4,57,0,12,55,23,20,2,61,34,29,25,6,0,44,0,62,33,9,1,156,17,4,31,18,72,20,23,1,26,20,22,7,34,37,41,87,207,7,1,32,0,29,73,4,6,13,76,4,48,15,0,0,10,36,7,14,419,9,40
cell718,5,11,12,4,407,10,7,94,171,15,5,51,1,0,43,7,66,7,57,125,17,10,0,0,0,36,0,7,28,0,290,22,386,45,24,108,69,118,4,20,0,56,14,42,67,0,295,40,11,25,18,34,1,28,60,27,23,0,46,17,158,31,5,0,48,4,55,11,17,1,125,5,12,9,129,47,18,30,10,10,11,24,5,15,45,56,53,104,28,3,43,0,27,101,12,9,16,69,1,8,2,0,1,34,27,3,5,101,5,116
cell719,29,0,2,7,34,20,0,80,35,13,8,61,11,0,37,8,91,9,26,36,7,4,0,1,2,6,0,11,30,1,62,0,51,23,30,172,85,156,8,0,0,61,8,76,21,1,60,31,8,13,8,51,2,89,70,15,11,2,69,26,39,49,6,0,72,0,37,50,8,12,175,12,9,25,20,76,44,23,0,19,18,4,18,8,47,37,116,199,25,34,28,0,19,169,5,13,12,95,1,22,14,2,0,17,23,13,11,1093,5,88
cell720,11,0,1,16,239,9,0,118,184,15,7,98,0,5,29,8,67,2,43,169,20,8,0,0,0,25,1,10,20,0,95,66,309,20,35,71,75,124,12,10,0,39,19,92,51,7,422,34,8,6,6,30,0,116,46,28,12,1,41,11,170,33,10,4,2,0,70,16,9,8,113,3,2,21,97,44,28,11,0,4,14,33,6,4,46,76,39,108,42,5,45,0,12,11,2,7,6,63,0,24,0,2,0,13,36,5,13,60,4,51
cell721,0,2,0,6,2,16,0,100,0,16,7,52,10,0,51,9,92,20,20,33,3,2,0,1,25,6,0,15,21,0,45,14,66,23,36,197,82,139,4,4,3,42,7,85,73,8,0,38,5,48,3,58,8,38,64,38,6,5,56,20,36,46,5,0,75,0,47,37,7,3,149,16,39,13,27,54,14,26,1,9,34,13,10,21,12,18,110,194,1,16,24,0,19,59,12,3,6,85,0,35,22,2,0,8,23,3,21,296,5,106
cell722,0,6,2,4,0,2,0,76,131,23,6,43,4,0,52,4,64,3,40,70,6,9,0,1,0,18,0,5,18,0,254,51,402,57,34,83,65,119,7,14,6,39,13,58,30,9,398,53,11,70,19,38,2,0,64,21,28,0,30,9,118,28,2,0,51,0,28,22,11,10,111,4,6,6,96,24,25,37,0,33,18,6,10,0,35,71,76,111,23,9,48,0,20,122,11,4,17,66,7,7,4,0,0,37,29,4,10,119,9,149
cell723,18,12,4,27,425,23,0,117,108,11,1,68,7,0,27,3,59,7,67,218,5,4,3,0,0,66,0,18,17,0,285,12,341,82,37,120,90,92,9,19,8,43,8,56,45,5,370,35,5,52,18,25,0,71,52,9,17,0,24,13,95,15,6,0,1,0,27,21,5,4,111,16,17,11,87,49,39,32,1,27,12,2,12,12,42,44,113,106,51,7,57,6,38,22,16,5,1,58,5,16,4,0,1,21,28,4,11,113,6,97
cell724,8,16,12,29,6,12,0,111,51,19,15,81,1,3,72,0,98,6,59,46,6,32,0,1,0,25,4,12,17,0,196,51,378,68,23,113,97,133,14,11,11,48,2,50,15,5,277,77,20,14,4,49,0,0,37,28,27,0,40,15,123,34,3,0,2,5,46,23,9,24,155,11,9,7,133,30,19,109,4,10,24,4,7,2,24,50,40,85,56,6,55,0,13,125,8,2,9,80,8,34,1,0,0,22,25,4,7,75,10,111
cell725,0,14,8,9,2,18,0,125,159,11,12,60,4,0,32,1,67,14,56,134,9,5,0,0,21,17,3,0,19,0,197,68,316,131,26,106,116,116,2,8,13,60,14,94,40,5,188,36,22,44,11,52,1,175,53,28,39,3,57,11,108,26,10,0,60,3,47,21,7,5,114,12,7,18,120,34,29,56,32,38,14,6,18,4,37,25,69,110,29,16,42,17,11,27,2,7,13,58,0,5,3,4,0,20,19,6,6,109,14,38
cell726,13,1,13,18,58,6,2,102,155,19,7,47,1,0,18,17,57,6,35,97,5,4,0,1,0,33,4,15,11,0,102,21,182,102,23,101,76,105,6,10,0,36,0,92,67,13,274,45,10,3,9,33,0,83,42,16,0,0,55,12,105,30,9,0,74,6,42,14,11,12,137,2,5,11,46,35,10,26,0,18,18,5,7,3,22,27,11,88,8,2,43,0,12,45,5,1,9,59,3,13,1,0,0,16,21,7,9,87,7,66
cell727,0,1,1,22,0,11,1,85,148,9,16,49,1,1,51,3,44,4,40,182,22,5,0,0,0,5,9,8,8,0,295,12,255,103,33,74,82,95,14,10,20,42,6,46,32,7,310,47,11,29,14,28,6,29,30,9,11,1,27,22,108,16,5,0,0,1,23,19,10,1,112,15,18,10,61,36,33,14,1,11,21,4,15,5,35,36,68,122,25,3,51,0,18,27,6,1,5,62,7,27,3,0,0,8,25,4,13,71,5,201
cell728,30,20,0,6,118,14,0,72,44,19,8,51,3,0,25,12,70,4,11,23,2,2,0,0,26,5,0,13,15,0,27,1,39,14,22,197,72,94,6,3,3,49,2,88,61,12,49,24,16,21,6,39,2,33,50,17,8,0,45,26,7,13,6,0,63,1,25,33,7,11,109,0,10,28,13,48,16,38,54,9,36,18,3,4,25,13,51,199,12,13,28,1,3,175,2,2,14,72,2,28,20,0,0,6,27,10,12,439,7,67
cell729,21,0,0,8,0,11,47,131,196,3,6,61,0,0,20,4,42,6,46,115,29,1,0,1,0,7,2,14,24,1,271,5,300,68,14,147,95,114,4,10,1,30,11,34,16,8,390,26,10,29,10,25,6,63,47,21,22,0,12,16,116,10,6,0,1,5,27,32,10,16,96,12,10,11,75,34,21,15,0,23,20,10,21,0,36,47,78,132,22,10,49,6,34,78,3,2,4,67,2,25,2,0,0,21,28,3,6,58,8,118
cell730,6,11,0,4,376,16,5,126,214,1,4,60,5,0,29,3,45,3,53,199,6,6,1,0,0,41,0,1,10,2,264,7,263,64,3,100,108,60,10,9,0,29,17,57,39,1,328,41,7,18,2,23,3,4,42,13,6,6,33,12,121,6,1,0,18,0,31,17,3,9,74,10,1,11,122,32,22,92,0,20,7,12,19,8,51,54,42,113,33,2,47,0,12,76,3,0,9,61,2,22,5,0,0,11,23,13,15,37,11,91
cell731,0,0,0,8,8,17,0,67,1,8,8,58,2,0,15,9,44,5,16,21,2,0,0,1,15,8,1,11,9,1,31,17,49,10,29,212,58,83,4,3,0,37,3,33,51,4,36,28,11,19,6,28,3,32,54,11,46,0,30,27,19,23,1,0,38,1,41,17,18,3,86,9,6,12,14,68,40,33,33,29,53,15,6,0,21,57,128,196,7,14,56,13,37,80,12,12,1,64,0,24,1,0,1,5,16,12,10,71,7,50
cell732,5,3,2,19,26,15,0,103,161,23,0,60,3,0,12,0,39,4,37,121,6,2,0,4,0,49,2,7,18,1,245,16,176,27,17,72,93,93,9,13,0,25,6,32,26,4,185,25,11,7,18,23,2,35,41,19,50,0,38,9,106,34,5,1,6,9,39,5,2,4,85,26,1,5,66,32,34,56,22,31,33,8,11,17,26,51,68,82,11,12,58,10,30,204,4,15,2,62,3,34,5,0,0,29,22,3,6,118,4,94
cell733,0,0,0,12,23,10,0,108,193,22,4,56,0,0,42,0,35,8,49,105,11,5,0,1,0,20,0,6,21,0,189,8,250,108,8,89,85,92,3,5,2,43,4,59,45,1,1,42,14,15,7,29,0,97,51,15,5,0,23,12,93,20,5,0,5,4,35,23,9,0,102,1,7,10,78,32,21,41,0,9,3,4,4,5,40,28,47,91,20,7,51,0,29,190,8,2,5,78,0,17,2,1,0,26,30,4,8,202,4,197
cell734,0,1,0,3,6,1,1,74,106,14,2,26,0,0,17,0,51,3,41,215,13,4,1,0,2,2,16,2,21,0,358,35,232,75,12,52,53,81,3,3,1,29,10,74,18,3,103,32,12,22,16,26,3,35,46,11,34,0,30,13,129,14,9,0,12,2,21,12,15,0,75,10,1,10,91,38,38,35,0,14,23,10,12,10,24,33,46,68,16,6,48,0,26,163,4,1,7,47,1,18,5,0,0,7,22,12,7,21,11,149
cell735,0,4,14,15,0,9,0,110,172,13,8,42,8,0,50,1,41,13,89,343,12,6,0,0,0,72,2,9,12,1,172,9,326,51,21,87,86,135,3,19,0,31,2,25,23,5,448,41,13,14,18,24,2,112,56,12,36,0,47,8,141,36,5,0,0,3,46,18,15,6,95,17,4,10,106,43,22,75,1,34,12,22,9,1,21,76,81,92,14,8,44,0,18,164,8,2,2,60,7,40,1,0,0,24,17,9,10,97,5,106
cell736,16,3,1,9,12,8,0,109,207,9,7,55,3,0,43,1,62,17,47,265,1,14,0,0,0,5,0,9,13,0,162,29,217,86,15,62,102,117,7,14,0,41,4,45,23,3,170,59,16,43,12,45,1,11,49,18,33,0,18,11,97,44,7,0,0,0,64,14,3,4,110,1,16,6,56,8,8,33,1,9,36,6,7,2,26,72,93,72,21,7,53,0,12,179,3,6,5,86,6,23,4,1,0,8,24,9,15,117,9,96
cell737,1,9,0,3,201,6,26,111,81,4,2,39,4,0,29,0,37,20,42,180,6,9,0,2,0,1,5,7,23,0,111,4,284,110,22,46,96,86,5,2,0,50,4,42,34,4,209,42,8,9,2,26,1,66,62,19,14,7,51,10,93,15,3,0,10,0,34,11,0,2,97,11,2,22,107,29,9,29,0,7,4,15,9,0,35,51,83,84,17,13,52,0,16,194,2,9,10,68,0,31,3,0,0,37,35,8,4,277,7,34
cell738,0,9,3,13,10,9,0,83,108,3,8,69,2,0,32,0,39,4,31,105,8,0,0,1,0,32,17,1,18,5,274,27,237,107,10,54,57,89,6,5,1,25,8,60,24,12,89,35,15,12,13,31,2,43,33,11,24,2,35,4,100,17,6,0,50,0,22,16,12,13,87,5,4,5,84,25,50,23,0,13,12,21,9,1,38,67,87,73,17,9,37,0,19,247,13,3,1,45,3,16,3,1,0,20,27,9,9,242,10,139
cell739,1,17,0,19,66,18,1,87,150,12,20,69,6,0,43,7,110,6,14,8,7,13,1,3,16,10,0,18,21,0,42,13,56,45,17,186,106,246,11,6,1,58,7,106,76,20,77,19,12,76,8,56,6,119,62,40,11,0,51,30,33,54,10,0,0,1,50,21,12,7,214,17,11,18,36,64,6,9,0,10,9,10,5,0,46,34,45,222,2,5,49,0,8,285,1,8,11,111,0,20,6,0,0,9,27,7,7,305,11,48
cell740,6,1,1,5,27,5,0,62,101,9,0,51,3,0,28,5,45,4,38,94,7,6,0,2,0,3,0,13,16,1,196,19,242,27,23,32,73,63,1,2,0,21,9,60,25,0,104,40,1,18,30,33,3,43,25,4,29,0,22,3,70,22,4,0,2,0,23,19,21,9,85,2,7,0,55,11,24,18,0,10,14,9,12,1,20,35,44,68,17,5,61,0,9,109,3,8,5,56,2,20,0,1,0,21,22,10,17,161,11,91
cell741,1,0,4,5,5,12,2,127,193,4,10,41,2,0,12,0,54,4,36,169,9,0,0,1,14,22,1,7,10,0,207,12,207,95,10,52,134,81,3,4,0,58,14,82,29,1,166,32,19,25,11,32,2,180,45,7,16,0,43,8,77,31,11,0,37,1,37,24,16,2,123,13,8,9,83,29,32,22,0,13,14,21,10,4,40,37,81,80,9,7,49,0,29,193,3,2,3,52,0,43,2,1,0,7,27,5,10,57,8,101
cell742,0,40,3,1,33,22,1,90,129,14,7,60,10,0,62,12,95,7,15,29,3,3,0,0,0,4,1,5,14,2,18,8,53,30,34,93,85,219,8,10,1,52,5,50,48,5,60,40,9,120,5,50,3,73,89,33,10,0,62,26,22,46,11,0,49,0,70,21,12,12,183,3,8,15,30,59,40,30,0,9,24,11,18,1,96,45,135,293,8,9,39,0,39,123,2,6,1,82,2,20,8,0,0,6,26,6,16,962,12,53
cell743,0,3,4,9,337,11,2,86,107,15,6,53,0,0,27,0,45,10,44,101,8,7,0,2,4,32,8,10,17,0,179,30,297,20,11,51,82,92,3,24,5,25,12,82,22,5,319,38,5,39,5,25,6,38,36,9,10,0,27,11,94,10,4,0,18,2,28,11,15,13,95,13,16,10,78,17,31,15,7,6,12,17,8,2,52,20,43,77,8,15,43,0,23,98,6,4,21,59,5,20,3,0,0,2,27,3,8,187,18,139
cell744,53,0,7,14,456,10,0,105,144,14,3,61,0,0,11,1,45,5,42,81,7,4,0,1,0,30,0,8,17,1,247,12,310,40,15,85,71,66,2,8,0,24,14,41,21,11,286,30,8,7,4,17,1,107,32,8,33,7,27,16,92,5,10,0,0,1,33,17,3,10,79,12,4,8,37,24,8,47,0,8,6,19,8,2,29,28,44,75,9,11,37,0,19,74,6,2,2,53,0,34,0,0,0,8,39,3,12,75,8,87
cell745,15,0,3,12,135,9,0,77,141,19,5,59,1,0,19,7,37,6,42,83,20,8,0,2,0,9,1,8,19,0,296,11,213,49,22,31,75,78,5,13,7,17,11,55,19,9,237,44,4,3,3,25,3,51,38,17,23,0,38,10,92,15,6,0,2,0,31,11,18,3,82,7,1,10,37,18,45,29,0,9,10,14,13,3,18,30,84,80,26,19,51,0,11,130,1,2,5,58,23,34,4,0,1,13,27,3,19,53,11,71
cell746,108,0,2,25,2,21,0,96,116,21,4,36,1,0,18,16,22,4,59,113,17,4,0,0,0,15,3,3,14,0,174,19,293,94,12,39,36,56,10,14,0,20,6,11,27,4,269,44,4,13,32,19,0,43,29,16,51,3,27,5,117,12,5,0,0,0,13,12,11,6,64,10,5,4,39,27,37,39,0,11,18,12,5,4,34,52,27,56,5,9,44,0,34,79,4,3,4,21,9,24,1,1,1,18,35,10,7,40,12,56
cell747,9,2,0,6,91,13,0,97,152,11,7,52,1,0,62,0,36,7,44,137,3,4,0,0,0,15,0,3,12,0,220,19,166,55,14,60,88,85,5,1,0,28,11,55,29,6,226,69,3,4,6,27,2,3,31,12,47,9,24,6,88,8,2,0,28,0,22,4,17,7,77,8,2,4,76,11,49,28,18,27,13,10,7,13,31,35,37,65,13,10,57,3,29,43,6,4,0,66,1,15,6,0,0,11,33,7,7,60,3,11
cell748,28,6,1,24,292,5,0,75,103,15,1,55,0,0,29,1,48,3,44,82,11,5,0,0,0,24,0,11,12,2,74,3,210,22,8,36,62,87,5,14,3,19,6,31,18,0,177,41,5,38,6,25,0,15,28,15,27,0,27,3,62,26,6,0,3,3,39,12,14,5,76,21,6,4,99,18,26,35,1,14,11,8,0,0,32,43,71,63,16,3,27,0,17,76,4,10,1,51,1,22,3,0,0,25,21,18,17,46,5,108
cell749,0,0,0,11,0,12,0,76,156,5,11,49,5,0,45,6,35,7,45,138,24,5,0,2,0,7,16,6,8,0,156,14,204,46,21,38,71,95,8,5,6,30,6,49,20,9,268,51,12,6,11,38,0,7,37,11,24,1,19,4,65,21,4,0,25,0,30,6,14,8,83,24,2,6,71,12,8,30,0,4,23,0,11,6,45,60,70,50,23,22,47,10,25,87,1,7,9,59,2,19,2,0,0,14,28,6,3,55,4,85
cell750,70,0,0,12,121,7,1,79,151,17,4,49,7,0,27,0,43,7,36,110,9,10,0,1,0,17,15,7,17,1,119,26,209,49,21,42,78,68,5,14,0,28,6,39,19,11,270,38,6,19,11,26,2,64,39,18,30,0,37,8,95,31,5,2,47,0,28,8,9,3,72,14,1,1,74,15,40,53,0,8,18,14,11,9,36,53,88,44,23,0,46,0,18,111,3,5,4,54,3,15,2,1,0,9,26,7,11,43,3,89
cell751,1,6,0,18,152,21,0,87,0,40,17,77,4,0,22,8,110,0,27,37,4,0,0,0,2,20,1,4,27,0,58,5,84,34,58,137,72,142,9,2,20,66,6,158,64,23,101,39,10,13,5,66,11,52,73,27,22,0,53,15,43,59,12,4,31,1,48,25,23,5,224,11,2,10,32,62,47,52,134,11,32,2,6,9,84,33,29,207,9,1,56,0,21,86,15,6,2,125,0,9,12,0,0,15,33,11,14,2617,7,87
cell752,51,17,2,13,0,10,0,98,154,12,20,114,28,0,100,7,190,18,29,30,11,5,0,0,5,17,0,13,23,2,64,7,81,19,25,251,114,326,20,19,14,72,0,163,50,8,93,60,22,21,11,72,2,25,77,27,40,0,80,30,47,79,14,0,6,6,56,39,23,17,313,14,0,28,22,51,22,42,15,62,64,5,10,0,106,50,222,261,23,16,73,0,32,340,23,8,26,136,0,18,14,1,0,6,44,8,14,429,5,55
cell753,0,8,0,26,0,9,0,93,152,10,3,37,0,0,13,4,66,3,32,57,12,9,0,0,1,14,0,5,9,0,112,20,281,31,21,40,85,92,4,4,3,15,13,61,17,2,35,37,16,3,13,28,2,90,40,11,26,0,22,13,66,3,7,0,1,1,49,10,8,6,106,28,1,2,29,9,29,13,0,8,19,27,4,1,18,50,80,60,26,1,47,0,15,75,8,4,2,67,4,20,1,0,0,13,44,8,7,46,2,93
cell754,0,0,2,18,59,5,0,100,151,9,11,42,4,0,35,5,39,3,48,121,11,0,0,0,0,22,1,8,9,0,136,20,201,65,19,23,75,71,4,8,1,27,10,35,22,5,280,55,10,18,6,17,2,29,29,18,12,0,38,13,103,17,2,0,81,0,46,13,23,10,92,2,3,5,52,19,83,13,1,49,33,12,12,2,33,48,105,48,54,9,39,0,31,75,7,0,8,58,0,21,1,0,2,21,30,4,17,39,7,91
cell755,2,3,1,8,87,22,0,94,1,16,11,117,13,0,34,8,173,9,21,38,5,4,0,0,0,24,0,10,39,2,53,27,93,19,45,193,93,272,21,8,0,68,6,33,45,6,51,71,24,45,4,61,4,138,96,28,31,0,77,17,62,72,5,0,0,2,52,28,15,7,265,34,5,19,43,49,54,60,0,26,39,17,11,2,66,21,226,201,9,5,69,0,23,253,31,6,17,106,4,27,21,1,1,6,57,12,13,239,9,141
cell756,0,20,3,21,221,7,0,59,156,4,1,41,0,0,4,3,41,9,39,115,9,0,0,2,0,22,11,13,14,1,346,4,204,40,26,26,67,93,5,3,3,18,1,39,20,2,332,43,9,17,12,17,1,25,42,7,37,0,14,8,65,19,3,4,11,1,21,16,9,6,102,8,1,3,83,10,18,51,17,11,12,2,10,7,29,30,47,39,44,10,32,0,18,68,4,0,4,56,0,27,1,1,0,4,34,11,15,85,10,81
cell757,1,20,2,4,242,14,2,101,69,21,24,65,12,0,105,13,121,12,27,37,3,3,0,0,11,9,2,9,14,2,29,15,111,21,29,185,96,260,12,4,14,57,11,55,59,0,101,43,33,86,4,61,7,93,71,38,26,0,93,18,37,104,16,0,13,0,27,30,20,16,312,22,5,14,67,46,13,52,0,4,14,32,15,0,72,65,171,185,5,18,47,0,19,226,0,1,10,127,3,19,12,0,0,1,31,9,10,1086,5,129
cell758,0,0,1,5,2,15,0,118,0,24,13,100,5,0,108,49,157,5,22,39,8,0,0,3,0,12,0,12,29,2,72,11,94,42,65,202,101,333,9,7,0,86,5,133,68,6,62,36,14,93,4,71,5,43,93,31,30,26,90,29,78,87,9,1,0,13,64,24,26,11,414,14,16,10,25,38,37,39,4,27,42,21,18,6,74,35,93,185,2,10,73,0,37,210,10,3,14,171,0,17,15,0,0,6,32,8,10,560,12,108
