,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell679,0,25,14,6,13,3,12,8,1,26,14,49,13,18,81,25,6,63,0,1,14,29,0,16,15,10,3,3,21,20,9,1,23,10,0,0,33,145,13,22,3,14,9,18,32,2,1,48,0,104,3,0,3,39,11,24,82,0,63,4,6,0,0,35,61,40,61,30,2,7,88,48,0,15,27,40,44,1,37,27,19,53,2,89,28,17,139,97,0,29,0,0,30,254,46,7,14,14,4,20,9,46,11,2,23,120,3,357,6,212
cell680,10,38,88,0,173,5,43,46,6,22,2,49,15,91,204,34,9,94,0,10,9,28,1,11,28,11,3,0,40,41,2,2,16,5,67,0,88,517,16,17,10,29,11,27,129,2,3,30,0,197,13,1,5,390,12,58,75,0,58,5,10,0,0,57,64,55,113,65,3,4,131,84,1,26,11,125,71,37,50,7,1,41,8,30,85,65,63,728,22,3,0,0,17,275,13,3,51,11,0,11,18,21,2,0,8,16,6,7,25,1185
cell681,23,136,96,0,299,48,57,62,0,47,12,58,16,97,202,57,40,95,0,5,12,27,1,5,8,2,1,1,44,4,7,6,26,17,19,63,43,420,25,18,3,16,23,0,64,3,0,22,25,121,10,0,5,347,12,48,63,0,99,2,2,0,1,13,46,76,140,63,6,7,212,78,0,51,8,192,35,52,111,9,9,46,1,19,105,29,71,1162,17,13,0,0,7,241,13,2,40,28,1,5,10,38,3,0,10,14,1,0,6,1308
cell682,1,38,47,0,104,3,31,12,3,16,7,59,16,105,141,27,18,38,0,7,5,27,1,8,4,9,3,4,30,24,3,4,17,11,4,5,37,162,7,19,5,16,11,8,78,2,0,30,1,160,10,0,3,226,5,39,54,0,13,3,3,0,0,17,50,72,108,55,3,6,41,63,0,31,2,140,31,19,19,9,6,36,9,9,66,80,30,424,0,1,2,1,12,165,19,9,39,9,4,0,10,34,3,0,4,13,4,4,11,885
cell683,0,51,113,0,248,0,43,35,11,23,16,51,7,118,78,31,9,68,0,12,13,26,0,18,39,11,0,3,30,43,5,6,21,7,4,0,23,319,15,11,7,2,13,1,129,3,0,15,0,119,5,1,8,241,27,46,67,0,62,2,7,0,0,55,55,37,103,64,5,9,121,80,0,28,8,166,20,115,101,1,17,44,2,24,51,153,40,304,14,2,0,3,10,226,18,10,28,27,3,1,8,45,3,0,9,13,21,2,18,442
cell684,52,413,132,23,360,7,135,102,10,43,18,112,12,59,145,43,46,84,1,14,4,34,0,13,35,11,3,6,37,54,3,0,46,12,19,0,83,481,12,20,13,32,14,14,189,3,1,46,7,220,5,0,1,532,31,44,54,0,100,0,5,0,0,17,57,52,142,77,1,7,173,64,0,30,7,269,48,195,182,5,14,51,7,19,69,209,72,937,23,12,0,0,20,304,27,16,35,8,0,22,18,26,10,0,10,19,2,1,10,695
cell685,7,41,114,0,289,0,27,23,0,24,22,58,22,82,164,29,34,74,0,1,10,27,0,7,42,14,1,0,31,59,7,3,39,1,3,73,22,171,20,17,3,11,11,4,83,1,1,25,8,125,7,0,15,211,16,37,54,0,37,6,3,0,1,35,67,52,109,70,1,5,146,49,0,48,16,155,17,109,40,10,11,43,5,15,26,35,36,984,19,10,0,0,22,230,19,16,33,45,1,0,16,17,4,0,7,1,10,0,6,761
cell686,22,25,16,0,3,0,5,4,1,4,4,55,34,33,49,21,14,66,0,3,5,34,1,12,32,5,1,0,35,14,1,1,23,7,2,0,32,193,4,17,3,18,8,48,37,11,0,23,2,132,9,0,2,98,11,43,88,0,23,1,5,0,2,44,57,47,89,21,10,2,109,68,19,11,16,5,69,2,30,14,27,36,2,42,69,13,74,103,2,8,0,0,24,308,10,4,41,24,0,44,16,41,5,0,23,62,11,122,8,140
cell687,69,45,119,38,242,0,75,12,0,16,21,95,31,118,145,40,29,85,0,14,19,39,0,8,46,9,2,1,22,39,8,3,33,12,12,176,40,235,20,24,3,2,17,2,68,5,1,35,1,202,5,0,12,490,17,62,87,0,70,1,12,0,0,53,73,52,147,57,8,8,110,104,0,30,5,179,50,55,68,9,18,38,14,42,74,150,93,146,15,20,0,2,28,291,18,0,56,8,5,13,14,50,5,6,11,5,2,2,5,452
cell688,4,23,14,0,5,1,20,1,0,21,13,44,25,8,81,30,24,18,0,16,4,31,0,11,35,6,0,1,36,13,6,4,39,7,25,0,38,309,7,20,6,32,11,17,35,9,0,41,13,120,8,1,14,88,5,53,82,0,47,1,12,4,0,37,64,42,90,14,6,8,157,44,1,9,24,25,34,6,64,17,30,44,3,57,35,9,58,29,1,8,0,3,28,344,6,7,37,24,13,9,11,20,4,0,9,152,2,92,16,74
cell689,142,44,130,0,777,26,80,64,2,20,6,119,17,43,102,38,15,85,0,13,9,49,0,15,1,10,0,11,30,68,12,1,28,9,14,68,112,258,14,21,15,28,7,6,136,1,0,43,4,135,11,1,19,720,11,48,69,0,88,48,8,0,0,26,81,60,124,78,6,2,80,65,2,56,17,211,17,46,150,8,14,41,3,45,72,156,42,891,17,30,0,1,34,310,20,0,46,3,0,6,13,46,3,0,1,7,7,4,14,309
cell690,1,13,15,0,28,0,19,9,0,10,6,49,27,5,122,29,19,75,6,5,11,29,1,10,25,5,6,1,30,3,4,4,36,13,5,0,31,125,26,20,7,18,9,36,22,5,2,37,6,152,14,0,28,68,7,28,65,0,40,2,9,0,0,22,51,34,71,13,5,9,115,59,0,5,24,22,25,4,139,7,29,40,0,37,53,28,22,94,0,0,2,0,13,311,28,1,37,21,3,6,13,34,7,0,14,98,5,25,4,78
cell691,50,38,95,9,131,58,65,10,0,42,6,59,18,5,99,32,1,41,5,29,7,39,0,14,8,8,0,2,21,36,19,3,25,11,0,61,11,254,9,17,6,2,13,6,153,6,7,39,3,119,6,5,1,244,4,25,65,0,65,6,0,9,2,19,43,31,103,71,7,2,117,46,0,27,17,178,45,43,51,28,47,48,3,34,73,105,36,396,18,15,0,0,21,352,23,0,27,3,4,0,18,37,3,0,7,4,20,0,16,470
cell692,35,37,40,0,335,0,25,22,2,19,1,50,5,16,142,30,28,21,4,22,19,32,4,8,11,10,5,0,34,65,5,8,31,22,8,10,31,236,22,22,4,3,20,0,118,3,3,27,3,145,5,1,13,98,10,26,77,2,54,5,2,0,1,25,59,73,100,71,3,2,97,64,0,53,22,146,59,66,24,6,2,47,7,34,35,72,73,1199,53,13,0,0,21,359,28,0,22,9,1,4,22,27,0,0,1,26,15,3,7,318
cell693,7,13,17,1,23,2,16,2,0,30,0,86,31,1,126,29,25,59,2,26,20,46,0,14,50,12,8,1,27,29,5,4,50,9,6,7,6,207,3,32,5,6,11,11,12,1,3,38,9,113,17,1,8,90,13,27,120,0,53,1,10,0,0,64,80,54,83,25,2,6,83,61,0,24,44,28,87,2,54,16,9,54,5,45,33,25,61,75,0,27,0,0,58,394,27,0,54,23,9,16,16,36,5,0,11,101,7,232,5,76
cell694,6,35,87,1,392,9,58,16,4,77,22,191,11,78,39,33,13,42,1,20,11,28,1,12,6,10,4,0,29,83,1,2,30,10,14,1,33,124,18,17,1,12,12,19,237,11,4,54,0,90,15,1,12,601,15,53,83,0,50,1,3,0,2,52,89,32,88,82,5,1,92,70,0,50,5,337,49,73,57,27,33,61,1,37,75,29,131,1983,20,11,0,0,5,329,41,10,18,36,1,3,14,31,10,1,2,17,1,1,1,624
cell695,0,409,78,12,310,138,45,68,3,51,5,205,19,294,85,30,28,22,4,16,21,25,1,5,15,7,2,2,15,77,16,2,51,8,12,2,18,119,15,22,5,19,19,0,285,7,1,39,2,107,3,1,3,767,7,40,98,0,53,7,2,0,0,52,68,30,80,165,13,9,60,40,8,55,10,485,35,18,41,23,29,54,14,72,39,46,87,4630,10,35,0,2,5,325,51,17,16,12,1,1,21,41,5,3,10,26,2,1,5,808
cell696,0,42,71,0,144,5,139,26,18,17,9,64,18,10,48,17,7,58,5,28,30,36,0,8,66,13,4,0,28,15,26,0,54,11,1,0,46,160,25,20,16,5,17,10,146,14,2,40,14,57,7,0,20,384,7,38,119,0,29,5,3,0,0,107,102,64,59,54,7,5,39,47,0,72,13,329,89,25,15,5,98,40,2,47,44,89,152,764,8,18,0,1,40,190,27,34,35,3,0,4,13,38,5,0,5,15,5,5,9,670
cell697,26,18,18,0,18,0,14,3,10,12,19,38,31,39,176,46,19,44,0,2,22,37,0,6,49,12,4,2,31,4,11,3,41,11,0,6,25,224,13,30,4,13,11,5,38,15,2,39,1,151,14,1,13,66,13,30,89,0,16,3,2,0,2,60,81,77,115,18,1,14,143,77,0,10,39,22,52,5,26,23,14,49,0,82,72,54,72,137,3,11,0,1,1,319,18,4,57,19,6,16,12,17,10,0,14,56,3,26,15,70
cell698,4,152,109,0,234,90,84,33,14,10,6,68,21,41,113,35,21,66,0,5,22,12,0,9,7,2,5,0,18,57,13,5,47,6,8,142,32,157,16,25,8,20,6,5,106,1,3,41,4,89,5,0,4,508,8,40,127,0,60,6,8,22,0,36,85,53,83,73,1,0,46,47,0,44,31,205,43,93,43,14,24,46,13,43,54,134,118,517,31,15,0,1,14,265,30,1,11,2,2,1,20,46,9,0,11,15,2,2,24,309
cell699,1,23,22,0,7,0,19,6,0,13,6,18,41,35,34,28,9,57,1,27,11,26,0,9,45,9,1,0,26,9,22,0,45,20,18,52,11,132,14,24,6,23,5,26,34,3,2,31,7,108,14,1,10,84,14,29,77,0,60,2,10,0,0,15,74,31,92,27,6,10,44,55,0,16,36,42,14,5,83,12,15,51,1,20,81,27,69,51,0,25,0,2,25,279,28,6,49,28,4,16,8,32,6,0,5,20,11,89,8,72
cell700,31,42,66,0,299,1,51,13,2,29,7,51,14,118,100,26,4,59,0,15,36,32,0,13,0,4,3,0,28,37,17,5,49,7,31,0,37,124,11,29,10,3,8,16,76,1,2,56,0,113,4,0,10,182,25,40,150,1,31,8,5,3,0,19,96,37,80,62,9,3,55,53,0,34,25,282,102,6,44,15,31,57,9,31,53,183,131,430,69,2,0,0,38,278,43,4,31,15,9,0,26,35,14,0,10,6,2,3,3,369
cell701,0,60,72,57,64,0,34,31,2,29,4,67,21,30,77,21,19,29,0,3,15,35,3,4,20,9,1,0,20,52,24,1,55,23,24,30,18,114,21,26,0,2,4,9,121,3,5,36,12,96,7,0,3,278,6,31,123,0,72,10,8,0,0,23,101,30,65,68,4,6,66,31,0,47,24,156,96,28,54,5,64,50,17,73,20,88,125,1061,89,13,0,2,47,329,32,19,44,16,0,0,11,35,10,0,8,3,3,1,6,390
cell702,55,35,83,0,364,0,140,8,1,23,3,110,11,236,88,43,15,38,0,24,24,29,0,9,34,11,4,0,24,42,11,1,54,27,1,532,56,160,16,18,1,4,7,0,127,11,6,54,6,98,20,0,14,267,12,28,111,0,39,23,4,9,0,85,127,31,59,84,1,6,74,43,1,63,8,403,138,13,35,18,157,39,2,80,45,16,257,4133,9,23,2,0,47,337,37,6,23,16,7,2,28,32,4,0,7,12,5,4,8,440
cell703,20,23,17,0,29,0,16,14,0,29,9,40,27,31,86,21,10,69,1,3,11,43,0,8,47,6,1,0,15,9,4,0,53,14,7,0,26,157,6,22,4,18,7,2,18,6,4,35,19,89,16,0,19,118,16,27,72,0,55,0,3,0,0,39,70,28,86,21,2,5,77,43,23,10,20,27,59,0,21,32,35,47,0,22,88,56,72,69,0,20,0,0,19,278,34,4,34,15,2,14,7,35,5,0,24,77,5,54,14,54
cell704,23,57,78,0,282,17,102,33,1,32,8,143,19,171,96,47,5,73,2,21,27,37,1,13,2,12,1,0,18,36,11,3,66,12,17,0,117,151,16,35,18,2,8,0,157,6,5,76,5,142,5,0,14,495,8,45,138,0,16,6,5,0,0,21,110,31,99,93,8,10,139,47,0,62,14,268,72,68,81,14,82,55,8,106,56,55,155,1010,68,53,0,0,2,499,63,9,54,12,19,2,19,44,6,0,8,13,12,0,6,240
cell705,135,43,86,0,155,0,60,8,0,30,4,72,34,3,52,14,17,65,1,4,28,46,2,8,4,12,1,0,22,16,27,12,58,9,15,67,17,122,26,27,8,7,1,5,176,1,2,53,4,96,12,0,1,60,10,33,91,0,48,10,1,0,0,63,129,66,71,72,7,1,57,53,20,47,30,198,30,27,38,11,78,58,7,45,47,147,104,155,15,24,0,0,65,420,18,10,39,2,2,13,29,50,7,0,14,11,6,2,11,367
cell706,6,16,18,0,0,0,6,2,0,7,18,64,26,22,86,28,8,81,0,25,16,19,0,8,35,11,2,1,26,9,8,0,47,11,6,0,20,125,17,19,16,3,12,7,21,4,3,44,0,115,9,0,27,39,17,36,94,0,50,2,4,0,0,42,78,35,98,21,0,13,84,52,0,9,34,19,77,5,30,19,37,42,1,39,47,13,36,61,0,12,0,0,6,266,20,2,21,3,7,12,9,39,9,0,3,206,3,86,2,76
cell707,0,51,72,0,417,8,60,33,0,32,21,141,22,34,77,33,7,65,1,8,5,46,0,9,9,8,3,12,26,89,26,4,43,13,5,2,39,161,15,15,6,2,16,17,151,1,2,74,8,102,3,0,17,210,17,38,125,0,49,13,10,0,3,36,130,25,81,70,1,0,61,54,2,46,34,202,78,16,94,17,184,45,9,44,34,104,120,1025,7,30,0,0,59,457,35,10,11,18,12,1,14,59,10,0,6,6,4,6,12,124
cell708,1,136,104,1,154,11,52,65,2,36,2,125,24,103,120,37,10,81,1,3,22,46,1,14,1,11,0,8,30,56,30,2,53,6,21,9,47,169,8,21,5,27,8,10,89,2,3,76,5,119,7,0,17,180,15,35,188,0,74,13,6,0,0,93,111,52,100,37,4,17,125,50,0,26,16,219,94,20,70,16,5,65,14,66,90,101,159,904,34,68,0,0,36,555,63,18,18,10,0,0,9,50,4,0,5,75,1,3,0,396
cell709,21,14,13,0,1,1,3,18,1,35,8,70,31,13,144,43,22,71,7,22,12,36,2,14,43,8,3,0,23,16,8,1,44,11,8,6,63,134,5,16,4,28,6,16,51,8,0,36,3,155,7,3,7,17,17,54,86,0,59,1,3,0,2,66,56,57,116,25,1,7,113,67,1,10,30,30,66,2,61,48,17,43,2,28,40,25,71,57,3,7,0,1,21,371,29,13,69,6,1,0,14,38,1,0,18,92,7,40,20,163
cell710,39,46,81,42,312,22,18,20,1,22,2,74,26,11,84,25,19,67,0,16,25,44,0,7,0,9,0,0,23,53,20,5,47,8,0,0,28,129,19,30,3,20,5,2,135,0,0,76,20,85,9,1,10,204,2,39,122,0,47,3,4,13,0,28,107,22,80,80,5,12,59,47,0,40,24,159,29,44,50,5,18,54,0,61,15,39,110,562,21,7,0,1,69,345,58,15,43,16,6,0,21,58,3,0,8,62,12,3,8,688
cell711,0,17,19,0,0,27,13,3,5,32,10,61,18,33,105,35,8,72,0,25,11,22,1,16,20,6,3,0,16,18,14,0,51,14,9,0,23,239,11,26,1,10,12,4,44,7,2,55,1,161,9,4,4,43,4,43,114,0,45,13,3,0,1,51,89,38,103,26,7,6,89,66,3,4,30,28,60,1,81,19,18,38,2,41,98,33,92,38,0,10,0,3,31,253,20,0,17,12,14,5,21,43,7,0,10,82,3,12,8,73
cell712,10,27,16,3,1,5,20,16,0,21,5,76,40,0,157,41,16,68,0,21,21,41,0,13,44,11,0,1,30,7,3,1,22,21,7,1,36,267,15,20,1,62,7,6,32,8,2,38,1,153,5,0,4,63,34,54,109,0,61,5,8,0,0,69,72,34,107,15,4,5,158,71,3,6,34,28,76,4,60,33,11,47,5,33,79,37,56,83,1,26,0,1,22,278,29,0,42,16,2,18,7,39,0,0,4,15,3,31,20,48
cell713,34,17,21,3,25,4,11,13,2,36,9,65,20,23,57,37,34,98,4,32,13,27,1,15,55,12,4,1,33,8,11,2,66,17,2,21,18,194,16,21,3,25,25,34,31,1,1,48,9,149,8,0,17,58,8,43,108,0,76,0,6,0,0,85,84,56,119,13,6,19,75,53,1,7,47,9,9,6,115,13,9,42,1,53,46,18,60,55,0,11,0,0,26,303,20,2,18,31,2,22,22,36,11,0,4,46,10,58,5,52
cell714,94,55,72,0,349,2,64,34,1,17,0,97,20,90,125,26,8,71,2,25,9,31,0,3,11,7,8,3,26,39,14,2,54,20,13,84,25,176,18,16,4,28,19,39,164,5,2,57,17,123,5,0,13,143,4,31,115,0,6,0,13,0,0,30,95,52,83,67,5,13,77,58,0,46,28,250,55,19,148,8,14,56,10,19,59,54,76,868,5,9,6,0,36,295,40,12,27,9,0,7,26,55,10,1,1,1,3,3,9,173
cell715,22,19,21,0,1,0,7,9,4,13,14,40,18,5,197,36,19,50,1,14,21,12,0,9,66,12,4,0,38,12,24,4,49,13,17,0,22,284,8,21,19,27,11,12,40,15,3,37,4,119,14,0,7,79,6,44,78,0,54,2,7,0,0,47,69,63,98,11,5,6,93,76,1,11,45,39,38,1,54,8,27,31,7,36,43,30,71,59,8,10,2,0,10,287,6,3,30,29,4,12,19,29,1,0,13,30,8,66,14,42
cell716,0,15,20,0,6,80,17,4,0,45,14,53,22,6,93,38,26,26,2,7,20,23,1,8,55,13,3,0,22,8,25,2,36,15,1,1,31,238,15,14,2,4,14,10,8,2,5,43,26,146,9,0,17,19,7,45,76,0,54,1,4,0,0,25,74,74,85,10,4,6,87,44,0,4,36,22,6,0,62,24,11,32,0,58,53,16,65,98,0,13,0,0,17,226,26,1,35,12,8,14,16,28,7,0,5,26,3,61,2,36
cell717,29,57,85,0,152,2,79,15,3,18,15,59,43,0,51,36,38,78,0,10,28,19,1,13,21,11,5,1,39,30,10,6,80,23,38,0,29,112,16,24,6,11,9,18,73,2,9,59,7,180,12,1,11,231,7,36,130,0,69,8,23,1,0,30,91,52,126,34,4,24,136,67,0,33,21,49,24,8,80,4,28,47,0,33,56,58,56,556,19,32,0,8,35,489,32,7,21,10,1,8,44,31,10,0,5,15,6,4,15,239
cell718,25,55,67,5,87,0,53,9,0,30,14,90,20,70,260,54,25,91,2,26,21,42,2,15,72,9,0,0,41,40,35,7,71,19,0,56,28,276,13,7,9,18,23,57,46,6,4,77,16,215,6,0,21,266,14,52,118,0,75,15,3,0,0,50,96,56,135,37,8,4,126,82,1,13,39,137,47,2,144,27,42,66,3,64,111,83,108,515,76,5,0,0,11,542,45,1,47,10,0,22,44,43,0,0,2,5,1,5,12,397
cell719,0,70,64,2,363,0,34,6,0,27,10,106,35,23,99,52,23,94,2,39,28,55,0,15,30,11,0,2,31,13,18,8,71,30,37,1,75,344,16,21,10,19,5,12,100,7,5,64,3,211,8,0,1,287,19,47,127,0,53,0,13,0,0,55,109,65,123,46,2,2,105,69,1,20,21,75,33,26,24,16,35,51,5,65,77,90,87,463,31,21,0,2,14,577,18,13,62,18,7,3,25,46,6,0,5,2,5,2,3,277
cell720,10,70,85,8,498,17,72,39,4,21,3,48,30,24,145,34,8,71,2,11,17,39,0,10,97,14,4,0,26,24,37,5,98,54,16,27,6,217,17,36,4,39,14,34,28,2,19,38,0,104,11,0,8,52,29,27,85,0,62,19,18,0,0,24,119,18,72,41,5,2,73,52,0,5,31,96,31,14,43,2,22,46,6,29,89,122,68,436,4,26,14,0,10,373,11,2,42,19,19,0,14,57,6,0,3,6,13,3,9,197
cell721,0,53,55,0,227,35,34,20,2,21,13,66,6,81,107,30,4,43,3,16,21,57,0,14,0,10,2,0,37,27,14,1,63,31,8,0,62,259,13,26,6,21,17,0,92,4,2,40,5,159,11,3,19,306,4,35,74,0,34,10,4,0,0,33,73,61,88,58,0,5,89,59,0,34,40,176,51,47,76,8,27,75,4,35,56,38,38,477,35,5,1,2,12,432,29,2,39,17,6,6,46,37,6,0,11,15,8,2,28,276
cell722,87,60,100,3,362,1,30,15,0,20,16,92,15,77,99,54,28,65,3,15,31,50,0,7,35,16,13,4,31,10,17,6,58,23,8,0,27,298,20,18,10,15,21,5,73,0,18,47,0,158,6,3,29,28,1,39,87,0,61,6,6,0,0,42,85,45,108,40,4,6,38,56,0,17,44,98,62,9,15,5,16,50,4,18,60,69,53,472,29,22,0,0,14,381,20,9,7,7,10,0,55,34,1,0,3,0,4,0,9,97
cell723,73,52,115,0,313,4,26,7,1,37,16,72,17,3,229,46,49,93,2,30,22,36,0,10,30,14,1,3,37,9,9,7,67,21,0,0,30,259,23,27,8,14,12,34,92,1,2,37,7,206,7,0,28,360,14,46,29,0,105,7,7,0,2,54,81,49,119,48,10,7,199,75,0,15,40,152,50,48,51,11,13,61,2,60,88,58,34,297,47,7,0,0,5,533,12,8,22,19,8,9,19,50,3,0,1,4,2,2,1,314
cell724,0,56,102,0,72,0,117,19,14,13,4,63,6,61,136,25,31,66,3,22,19,47,0,9,19,19,4,4,35,47,9,0,73,46,18,52,44,203,8,14,5,18,15,0,42,7,4,38,10,157,4,0,10,182,6,38,92,0,62,13,5,0,0,13,74,72,117,38,4,6,71,57,0,14,29,91,28,39,83,6,25,52,7,27,99,157,33,296,19,7,0,2,6,462,9,4,49,15,6,3,32,40,5,0,2,9,6,5,26,320
cell725,13,17,16,1,1,0,11,4,13,26,2,36,22,12,173,34,33,65,4,2,17,43,0,6,36,8,0,2,35,6,15,1,51,14,15,5,23,256,14,13,1,40,5,15,18,11,12,39,7,157,6,0,9,53,11,29,82,1,16,1,6,0,0,57,68,62,109,9,3,10,143,76,0,5,39,6,53,1,13,14,53,34,1,36,61,22,64,31,1,0,0,3,22,270,21,5,4,5,4,13,19,38,11,0,18,147,7,29,3,32
cell726,6,16,17,0,0,0,31,7,7,21,9,32,25,33,129,34,2,82,1,11,15,32,1,7,50,8,1,2,35,2,5,2,62,10,5,1,21,335,15,12,2,56,4,6,23,9,3,34,15,161,7,3,7,74,19,44,103,0,24,0,9,1,0,67,104,69,106,10,7,11,102,63,6,4,39,7,65,5,88,10,17,34,0,54,57,23,50,50,2,9,0,0,9,224,22,5,19,24,1,31,12,39,3,0,10,37,7,91,3,53
cell727,12,16,20,0,0,0,3,4,0,26,10,33,42,9,173,32,28,98,8,21,35,23,1,11,64,15,15,1,40,12,6,6,51,11,14,2,8,262,14,14,9,13,4,27,18,2,3,37,3,112,16,0,16,61,18,37,50,0,58,4,8,0,1,40,93,57,113,15,4,2,100,74,3,0,53,7,70,6,43,9,25,41,3,23,80,22,25,30,2,15,0,0,24,253,22,4,48,16,4,1,20,33,4,0,28,39,0,49,4,47
cell728,34,57,78,0,276,0,58,7,1,13,28,45,32,42,126,35,31,43,1,32,19,66,0,10,1,10,8,4,27,26,20,5,70,22,19,0,47,253,6,12,12,18,13,5,52,4,4,32,9,120,8,0,15,371,15,45,104,0,27,14,14,0,0,27,66,38,102,51,2,14,79,45,2,30,30,97,27,26,83,1,36,55,2,10,100,85,33,380,10,11,0,1,19,405,16,9,13,16,19,0,33,23,2,0,2,24,6,1,37,220
cell729,3,70,72,7,281,0,84,33,0,22,9,59,15,49,126,42,16,70,0,19,19,28,0,12,33,8,0,1,26,37,15,10,73,11,5,54,35,132,21,22,1,13,14,0,68,8,1,44,0,165,4,0,10,126,3,32,86,0,70,6,2,0,0,58,68,37,100,44,3,5,104,62,0,10,34,62,45,76,43,9,7,48,6,15,61,127,57,230,3,18,0,2,23,349,13,17,54,8,3,0,55,60,3,0,3,11,3,3,2,155
cell730,43,51,107,0,297,5,65,44,1,15,5,104,29,77,230,52,49,84,4,14,16,45,1,19,0,14,3,0,32,16,2,4,54,17,2,12,22,301,10,25,6,12,4,21,81,7,1,39,0,120,8,0,4,250,6,44,73,0,71,9,3,0,0,35,66,79,121,26,2,14,89,58,7,23,14,77,15,12,79,6,10,30,1,6,82,93,50,255,38,15,0,0,13,413,27,4,36,9,0,7,43,42,5,0,5,10,3,4,9,179
cell731,0,12,17,1,5,9,8,7,4,23,14,41,19,5,184,37,19,79,0,11,18,51,0,9,36,9,0,4,33,6,2,1,63,26,0,0,7,406,9,21,14,14,11,11,12,3,14,42,8,229,12,0,4,89,4,44,96,0,85,0,9,0,0,66,78,69,115,17,0,7,132,79,0,5,30,13,13,6,48,14,38,44,0,49,118,22,32,48,5,10,0,0,20,326,13,5,19,11,6,9,16,40,7,0,17,21,6,48,24,60
cell732,12,64,92,0,62,0,58,2,7,11,13,36,8,0,193,36,20,86,0,73,22,30,0,12,11,2,8,2,36,12,12,0,49,4,35,0,20,315,9,17,12,27,12,22,60,1,1,27,7,101,13,0,4,324,26,42,11,0,75,0,7,0,0,21,50,48,96,31,4,9,105,55,0,3,17,55,39,71,28,9,10,36,1,34,58,137,33,205,1,4,0,2,19,363,18,1,43,24,4,0,40,45,0,0,5,11,9,1,7,287
cell733,7,18,15,0,2,3,15,10,3,27,9,57,39,11,202,48,16,94,5,22,27,38,0,10,73,8,0,1,36,9,6,10,77,14,6,16,34,426,14,18,5,20,19,0,26,2,3,31,15,230,7,0,9,58,11,53,121,0,97,0,6,0,0,35,104,50,124,13,3,11,135,85,0,11,21,13,64,1,289,21,11,41,0,46,28,40,76,95,3,2,0,4,19,390,24,0,19,25,15,11,11,47,6,0,15,44,8,16,14,83
cell734,14,161,106,0,127,0,32,26,1,14,9,43,19,12,128,50,18,99,1,3,13,8,1,4,38,5,2,0,33,34,4,1,56,15,31,46,23,382,12,22,5,26,13,16,39,3,7,31,15,203,13,0,21,222,14,63,27,0,79,2,3,0,0,33,49,60,129,36,2,7,114,61,5,12,27,47,26,46,99,13,11,46,1,45,61,62,40,190,82,4,0,0,10,343,21,0,38,39,3,11,27,18,12,0,12,6,4,1,18,232
cell735,11,12,18,2,37,0,11,10,3,28,10,53,26,20,173,68,36,110,1,15,15,39,0,10,57,15,1,0,33,3,3,7,58,21,30,0,30,507,24,9,12,32,14,29,23,5,1,53,11,265,7,0,26,102,7,60,105,0,110,2,5,11,2,68,119,83,140,14,2,3,181,99,16,16,26,2,81,0,131,39,21,60,4,36,24,13,58,8,0,14,0,1,36,474,24,10,61,16,0,13,25,29,10,1,3,26,1,24,49,34
cell736,4,19,15,1,1,0,24,5,1,25,9,56,41,29,205,32,10,93,5,15,22,42,0,10,72,11,4,1,33,9,15,1,41,27,2,0,39,60,9,19,8,24,20,14,20,4,4,45,33,221,7,1,14,85,9,34,106,0,25,2,8,0,0,48,93,46,123,16,1,6,120,76,0,6,17,4,2,7,188,13,10,43,2,24,58,14,28,17,1,17,2,1,15,319,26,13,15,18,21,16,8,22,12,0,15,23,0,17,8,109
cell737,7,53,32,1,134,6,39,7,0,23,14,50,22,34,146,42,7,10,0,15,23,63,0,3,0,10,4,6,30,15,28,4,112,22,19,15,41,260,4,9,12,14,15,9,43,2,0,44,8,183,6,0,3,140,25,39,77,0,100,3,10,0,0,31,64,72,116,34,15,4,104,82,0,11,39,56,38,98,131,7,11,66,6,51,69,119,38,332,71,1,0,0,15,337,15,2,38,6,0,2,41,48,6,0,5,17,2,3,7,291
cell738,9,69,113,2,219,1,16,18,1,21,9,42,21,4,50,22,7,39,0,42,22,19,0,11,14,9,0,0,24,29,6,2,64,11,3,13,26,143,10,12,21,35,8,1,31,2,7,41,17,77,2,0,17,278,2,46,28,0,57,8,9,0,0,33,67,31,68,44,0,6,102,45,4,16,49,39,34,145,4,9,7,37,0,16,61,44,29,268,2,2,0,2,22,229,17,1,29,3,1,9,26,45,4,0,8,9,0,1,0,514
